month,repo_name,event_type,event_frequency,distinct_contributors
2018-07,decred/dcrtime,PullRequestEvent,3,2
2018-05,decred/dcrwallet,IssueCommentEvent,51,11
2018-11,decred/dcrdocker,PullRequestEvent,2,1
2018-09,decred/atomicswap,IssueCommentEvent,18,4
2018-08,decred/dcrwallet,PushEvent,35,1
2018-12,decred/decrediton,PushEvent,54,1
2018-11,decred/dcrdocs,PushEvent,22,2
2018-12,decred/dcrd,DeleteEvent,16,1
2018-12,decred/decred-binaries,IssuesEvent,6,2
2018-03,decred/atomicswap,PullRequestReviewCommentEvent,12,3
2018-06,decred/politeia,PullRequestEvent,52,10
2018-08,decred/dcrdata,IssuesEvent,47,11
2018-10,decred/dcrandroid,GollumEvent,2,1
2018-09,decred/insight,ForkEvent,2,2
2018-02,decred/decrediton,CreateEvent,1,1
2018-03,decred/decred-release,WatchEvent,3,3
2018-06,decred/dcrdocs,ForkEvent,6,4
2018-05,decred/dcrtime,WatchEvent,1,1
2019-01,decred/dcrd,WatchEvent,2,2
2018-11,decred/dcrwallet,WatchEvent,4,4
2018-07,decred/politeia,CreateEvent,3,1
2018-02,decred/dcrwebapi,PullRequestEvent,4,2
2018-11,decred/dcrwebapi,PushEvent,5,1
2018-05,decred/slog,PullRequestEvent,2,1
2018-02,decred/dcrdocs,IssueCommentEvent,4,2
2018-12,decred/dcrandroid,WatchEvent,1,1
2018-04,decred/dcrdata,CreateEvent,1,1
2018-06,decred/dcrdocs,IssuesEvent,14,4
2018-11,decred/dcrdocker,IssueCommentEvent,1,1
2018-08,decred/dcrdocs,WatchEvent,4,4
2018-11,decred/dcps,WatchEvent,2,2
2018-11,decred/snew-classic-ui,CreateEvent,1,1
2018-11,decred/snew-classic-ui,MemberEvent,1,1
2018-02,decred/decred-binaries,WatchEvent,1,1
2018-12,decred/dcrstakepool,WatchEvent,3,3
2018-07,decred/decrediton,ForkEvent,2,2
2018-04,decred/politeiagui,PullRequestReviewCommentEvent,2,1
2018-10,decred/gominer,PullRequestEvent,2,2
2018-06,decred/dcrweb,PushEvent,5,1
2018-12,decred/decred-release,ReleaseEvent,1,1
2018-07,decred/dcrtime,IssueCommentEvent,1,1
2018-07,decred/dcrwebapi,PushEvent,1,1
2018-04,decred/decrediton,DeleteEvent,1,1
2018-03,decred/Paymetheus,ForkEvent,1,1
2019-01,decred/dcrdata,IssuesEvent,1,1
2018-02,decred/dcrweb,ForkEvent,1,1
2018-08,decred/decred-binaries,WatchEvent,1,1
2018-11,decred/dcrandroid,IssueCommentEvent,16,6
2018-03,decred/decrediton,PullRequestReviewCommentEvent,15,3
2018-06,decred/dcrdata,PullRequestReviewCommentEvent,94,5
2018-07,decred/dcrwallet,IssuesEvent,11,6
2019-01,decred/dcrandroid,PullRequestEvent,7,2
2018-08,decred/dcrdata,PushEvent,50,2
2018-05,decred/dcrdesign,CreateEvent,2,2
2018-07,decred/dcrwallet,PullRequestReviewCommentEvent,88,3
2018-12,decred/politeia,IssueCommentEvent,48,11
2018-02,decred/Paymetheus,WatchEvent,1,1
2018-07,decred/dcrtime,CreateEvent,1,1
2018-05,decred/dcrwallet,PullRequestReviewCommentEvent,31,4
2018-04,decred/politeiagui,PushEvent,29,4
2018-03,decred/politeia,CreateEvent,1,1
2018-10,decred/dcrandroid,IssuesEvent,46,6
2018-10,decred/dcrdocs,IssuesEvent,37,7
2019-01,decred/politeiagui,IssueCommentEvent,10,6
2018-05,decred/dcrdocs,PushEvent,12,2
2018-06,decred/atomicswap,WatchEvent,15,14
2018-05,decred/dcrdata,CreateEvent,2,1
2018-10,decred/politeia,ForkEvent,4,4
2018-12,decred/dcrdocs,PushEvent,20,3
2018-07,decred/dcrdocs,IssuesEvent,17,4
2018-02,decred/dcrstakepool,PullRequestEvent,4,1
2019-01,decred/hardforkdemo,WatchEvent,1,1
2018-02,decred/atomicswap,WatchEvent,33,33
2018-05,decred/dcrandroid,IssuesEvent,10,4
2018-05,decred/decred-binaries,IssueCommentEvent,5,2
2018-05,decred/dcrdocs,PullRequestReviewCommentEvent,2,2
2018-09,decred/dcrandroid,ForkEvent,2,1
2018-06,decred/dcrstakepool,IssuesEvent,5,1
2018-11,decred/dcrstakepool,IssuesEvent,12,7
2018-06,decred/dcrdesign,IssueCommentEvent,7,3
2018-02,decred/insight-api,WatchEvent,1,1
2018-04,decred/dcraddrgen,ForkEvent,1,1
2018-04,decred/dcrd,PushEvent,6,1
2018-03,decred/dcrdata,DeleteEvent,2,1
2019-01,decred/dcrweb,IssuesEvent,3,1
2018-04,decred/dcps,WatchEvent,2,2
2018-08,decred/gominer,ForkEvent,4,4
2019-01,decred/contractor-mgmt,ForkEvent,1,1
2018-11,decred/dcrweb,WatchEvent,2,2
2018-12,decred/testnetfaucet,IssuesEvent,1,1
2018-06,decred/base58,ForkEvent,1,1
2018-05,decred/decred-binaries,WatchEvent,1,1
2018-06,decred/snew-classic-ui,PushEvent,1,1
2018-03,decred/decred-php-api,CreateEvent,1,1
2018-11,decred/dcrdocs,ForkEvent,3,3
2018-12,decred/dcrstakepool,IssuesEvent,1,1
2018-05,decred/decred-binaries,PullRequestEvent,3,2
2018-05,decred/snew-classic-ui,ForkEvent,1,1
2018-06,decred/dcrdata,CommitCommentEvent,1,1
2018-06,decred/crypto-js,ForkEvent,1,1
2019-01,decred/dcrwebapi,WatchEvent,1,1
2018-05,decred/dcrpayments,ForkEvent,1,1
2018-08,decred/bitcore,ForkEvent,2,2
2018-04,decred/decred-release,PushEvent,1,1
2018-12,decred/dcrandroid,ForkEvent,1,1
2018-05,decred/dcrdata,IssueCommentEvent,152,12
2018-06,decred/dcrd,PullRequestEvent,130,13
2018-02,decred/politeia,ForkEvent,3,3
2018-07,decred/dcrdata,ForkEvent,5,5
2018-10,decred/dcrd,PushEvent,30,1
2018-12,decred/dcrweb,IssuesEvent,15,9
2018-03,decred/politeiagui,IssuesEvent,15,5
2018-08,decred/dcrseeder,PullRequestEvent,9,1
2018-02,decred/dcrd,IssueCommentEvent,43,9
2018-11,decred/dcrwallet,PullRequestReviewCommentEvent,15,3
2018-07,decred/politeia,PullRequestEvent,47,9
2018-08,decred/decrediton,PullRequestEvent,68,9
2018-11,decred/politeia,PullRequestEvent,50,10
2018-11,decred/dcrd,ForkEvent,10,9
2018-09,decred/politeiagui,ForkEvent,3,3
2018-10,decred/dcrweb,IssueCommentEvent,48,12
2018-07,decred/dcrwebapi,PullRequestEvent,2,2
2018-11,decred/base58,IssueCommentEvent,2,2
2018-04,decred/dcrandroid,PushEvent,8,1
2019-01,decred/decrediton,PullRequestEvent,9,5
2018-11,decred/decrediton,WatchEvent,3,3
2018-12,decred/authit,PushEvent,9,2
2018-03,decred/decred-seeder,PullRequestEvent,5,3
2018-08,decred/dcrandroid,WatchEvent,4,4
2018-09,decred/dcrandroid,PushEvent,13,1
2018-05,decred/decred-release,ForkEvent,1,1
2018-10,decred/dcrdocs,PullRequestReviewCommentEvent,10,3
2018-07,decred/dcrd,WatchEvent,12,12
2018-11,decred/gominer,IssueCommentEvent,1,1
2018-10,decred/atomicswap,PullRequestEvent,1,1
2018-02,decred/dcrweb,IssuesEvent,8,4
2018-02,decred/dcrweb,PushEvent,9,1
2018-05,decred/dcrdesign,PushEvent,5,1
2019-01,decred/dcrandroid,PushEvent,5,2
2018-03,decred/dcps,ForkEvent,2,2
2018-09,decred/dcrd,ForkEvent,6,6
2018-10,decred/dcrdocker,ForkEvent,1,1
2018-12,decred/dcrweb,PullRequestReviewCommentEvent,4,2
2018-09,decred/contractor-mgmt,PushEvent,5,1
2018-12,decred/decred-release,ForkEvent,1,1
2018-04,decred/dcrwallet,WatchEvent,4,4
2018-09,decred/node-addon-loader,MemberEvent,1,1
2018-08,decred/insight-api,ForkEvent,2,2
2018-08,decred/dcrdocker,PushEvent,1,1
2018-10,decred/dcrtime,ForkEvent,1,1
2018-05,decred/hardforkdemo,PushEvent,1,1
2018-02,decred/base58,PushEvent,1,1
2018-08,decred/bitcore,PushEvent,1,1
2018-08,decred/dcps,WatchEvent,1,1
2018-11,decred/decrediton,IssueCommentEvent,153,18
2018-11,decred/dcrdocs,IssueCommentEvent,61,12
2018-08,decred/dcrstakepool,PullRequestEvent,5,2
2018-09,decred/dcrd,PullRequestEvent,71,9
2018-02,decred/gominer,IssueCommentEvent,3,3
2018-05,decred/dcrd,PullRequestEvent,98,8
2018-07,decred/dcrdocs,PullRequestEvent,20,5
2018-10,decred/politeia,DeleteEvent,18,1
2018-06,decred/politeiagui,IssuesEvent,58,7
2018-11,decred/decred-binaries,PullRequestEvent,1,1
2018-10,decred/dcrandroid,PullRequestEvent,31,3
2018-06,decred/politeia,DeleteEvent,18,1
2018-09,decred/dcrweb,IssuesEvent,30,5
2018-06,decred/decrediton,IssuesEvent,66,10
2018-08,decred/decred-release,PullRequestEvent,5,1
2018-09,decred/politeia,PushEvent,39,3
2019-01,decred/snew-classic-ui,WatchEvent,1,1
2018-10,decred/dcrwebapi,PullRequestEvent,8,4
2018-03,decred/dcrwallet,IssuesEvent,19,5
2018-05,decred/decrediton,ReleaseEvent,1,1
2018-05,decred/dcrdata,IssuesEvent,12,5
2018-11,decred/atomicswap,PushEvent,2,1
2018-08,decred/dcrdocs,PushEvent,4,1
2018-03,decred/dcrtime,IssueCommentEvent,4,4
2018-07,decred/snew-classic-ui,PullRequestEvent,7,4
2018-12,decred/dcrdesign,IssuesEvent,8,3
2018-09,decred/dcrweb,IssueCommentEvent,20,9
2018-11,decred/dcrweb,IssuesEvent,14,8
2018-05,decred/decrediton,PullRequestReviewCommentEvent,11,2
2018-09,decred/dcrweb,ForkEvent,5,3
2018-04,decred/dcrandroid,IssuesEvent,13,1
2018-12,decred/dcrtime,IssuesEvent,3,3
2018-09,decred/decred-binaries,IssuesEvent,1,1
2018-05,decred/dcraddrgen,WatchEvent,2,2
2019-01,decred/dcrwallet,PushEvent,3,1
2019-01,decred/dcrandroid,IssueCommentEvent,2,2
2018-12,decred/dcrseeder,ForkEvent,1,1
2018-02,decred/dcrdocs,IssuesEvent,3,3
2018-09,decred/dcrtime,PullRequestEvent,1,1
2018-08,decred/dcrdocker,ForkEvent,1,1
2019-01,decred/decred-release,WatchEvent,1,1
2018-06,decred/bitcore,ForkEvent,3,3
2018-05,decred/dcrwebapi,PushEvent,3,1
2018-07,decred/snew-classic-ui,PushEvent,3,2
2018-12,decred/dcrandroid,PullRequestReviewCommentEvent,5,2
2018-05,decred/bitcore,ForkEvent,3,3
2018-04,decred/bitcore,WatchEvent,1,1
2018-10,decred/dcraddrgen,ForkEvent,1,1
2018-03,decred/dcrlnd,WatchEvent,2,2
2018-05,decred/ccminer,ForkEvent,1,1
2018-02,decred/decred-release,ForkEvent,1,1
2018-09,decred/atomicswap,PullRequestEvent,1,1
2018-11,decred/dcrdesign,IssuesEvent,21,6
2018-10,decred/politeiagui,IssueCommentEvent,166,25
2018-08,decred/politeia,CreateEvent,4,1
2018-03,decred/dcrwallet,PullRequestEvent,48,6
2018-09,decred/dcrdocs,PushEvent,19,2
2018-03,decred/decrediton,PushEvent,49,1
2018-09,decred/dcrwallet,IssuesEvent,25,6
2018-07,decred/politeiagui,IssuesEvent,68,11
2018-06,decred/politeia,PullRequestReviewCommentEvent,36,6
2018-11,decred/dcrdata,PullRequestEvent,86,6
2018-07,decred/dcrdocs,IssueCommentEvent,11,5
2018-04,decred/atomicswap,IssuesEvent,1,1
2018-12,decred/politeia,PullRequestEvent,35,9
2018-12,decred/dcrweb,PullRequestEvent,22,8
2018-12,decred/dcrwallet,IssueCommentEvent,11,5
2018-12,decred/dcrdata,IssuesEvent,17,7
2018-11,decred/dcrweb,PullRequestEvent,20,6
2018-04,decred/gominer,ForkEvent,4,4
2018-02,decred/politeiagui,IssuesEvent,23,5
2018-10,decred/atomicswap,IssuesEvent,1,1
2018-03,decred/dcrandroid,PullRequestEvent,14,5
2018-09,decred/testnetfaucet,PullRequestEvent,5,1
2018-06,decred/hardforkdemo,PullRequestEvent,7,1
2018-02,decred/dcrwebapi,ForkEvent,2,2
2018-05,decred/decrediton,ForkEvent,4,4
2018-08,decred/dcraddrgen,IssueCommentEvent,1,1
2018-12,decred/dcrdata,ReleaseEvent,2,1
2018-05,decred/dcrweb,IssuesEvent,9,6
2018-09,decred/dcps,WatchEvent,1,1
2018-06,decred/atomicswap,PushEvent,2,1
2018-08,decred/decred-release,PushEvent,2,1
2018-03,decred/dcrtime,WatchEvent,2,2
2018-11,decred/politeiagui,ForkEvent,2,2
2019-01,decred/dcrweb,WatchEvent,1,1
2018-09,decred/decred-release,CreateEvent,2,1
2018-04,decred/decred-binaries,CreateEvent,2,1
2018-05,decred/dcrlnd,DeleteEvent,1,1
2018-05,decred/dcrandroid,DeleteEvent,3,1
2018-09,decred/crypto-browserify,ForkEvent,1,1
2018-02,decred/dcrdocs,PushEvent,1,1
2018-05,decred/dcrdesign,MemberEvent,1,1
2018-08,decred/snew-classic-ui,PullRequestEvent,1,1
2018-07,decred/snew-classic-ui,ForkEvent,1,1
2018-02,decred/politeiagui,PushEvent,17,2
2018-02,decred/politeia,PushEvent,41,2
2018-11,decred/dcrandroid,IssuesEvent,48,6
2018-07,decred/dcrdata,PushEvent,35,1
2018-11,decred/dcrdata,PullRequestReviewCommentEvent,119,5
2018-07,decred/decrediton,IssueCommentEvent,85,11
2018-06,decred/decrediton,PullRequestEvent,65,6
2018-05,decred/politeia,IssuesEvent,24,5
2018-07,decred/dcrdata,IssuesEvent,17,5
2018-05,decred/politeiagui,IssueCommentEvent,23,4
2018-06,decred/dcrdocker,DeleteEvent,1,1
2018-09,decred/dcrdocs,IssuesEvent,34,10
2018-03,decred/decrediton,IssueCommentEvent,81,12
2018-07,decred/decrediton,PushEvent,34,1
2018-06,decred/politeiagui,IssueCommentEvent,42,6
2018-06,decred/dcrd,PullRequestReviewCommentEvent,54,6
2018-03,decred/dcrandroid,IssuesEvent,2,1
2018-06,decred/decrediton,IssueCommentEvent,61,15
2018-09,decred/politeia,IssuesEvent,39,6
2018-09,decred/dcrdesign,IssuesEvent,21,4
2018-12,decred/dcrwallet,IssuesEvent,5,4
2018-03,decred/dcrd,WatchEvent,33,33
2018-03,decred/dcrtime,PullRequestEvent,12,3
2018-08,decred/dcrandroid,IssuesEvent,10,4
2018-12,decred/dcrdocs,MemberEvent,1,1
2018-06,decred/testnetfaucet,PullRequestEvent,9,2
2018-09,decred/bitcore,PullRequestEvent,2,1
2018-07,decred/dcrd,CreateEvent,11,1
2018-12,decred/authit,IssueCommentEvent,8,3
2018-07,decred/dcrdocs,PushEvent,9,1
2018-10,decred/atomicswap,WatchEvent,7,7
2018-08,decred/dcrtime,PullRequestEvent,2,1
2018-05,decred/dcrdata,WatchEvent,5,5
2018-10,decred/dcrandroid,PullRequestReviewCommentEvent,9,2
2018-05,decred/dcrd,IssuesEvent,17,7
2018-06,decred/hardforkdemo,PushEvent,4,1
2018-04,decred/decred-release,PullRequestEvent,4,1
2019-01,decred/authit,PushEvent,1,1
2018-05,decred/RFPs,ForkEvent,1,1
2018-05,decred/RFPs,WatchEvent,1,1
2018-08,decred/bitcore-mnemonic,ForkEvent,2,2
2018-08,decred/dcrstakepool,WatchEvent,2,2
2018-10,decred/base58,IssueCommentEvent,1,1
2018-06,decred/snew-classic-ui,PullRequestEvent,2,2
2018-05,decred/dcrdocker,ForkEvent,3,3
2019-01,decred/dcrwallet,WatchEvent,1,1
2018-10,decred/dcrdata,CreateEvent,1,1
2018-07,decred/politeia,MemberEvent,1,1
2018-02,decred/dcrstakepool,WatchEvent,1,1
2018-05,decred/dcrlnd,ForkEvent,1,1
2019-01,decred/decred-release,CreateEvent,1,1
2018-08,decred/decred-php-api,IssuesEvent,1,1
2018-08,decred/dcrdocker,IssuesEvent,1,1
2018-09,decred/dcrdocker,ForkEvent,1,1
2018-11,decred/dcrandroid,WatchEvent,1,1
2018-05,decred/decred-binaries,CreateEvent,1,1
2018-05,decred/dcrwallet,PullRequestEvent,36,7
2018-12,decred/dcrdata,IssueCommentEvent,92,8
2018-06,decred/politeiagui,PullRequestEvent,47,7
2018-03,decred/politeia,IssuesEvent,4,2
2018-07,decred/atomicswap,ForkEvent,7,7
2018-04,decred/snew-classic-ui,IssueCommentEvent,1,1
2018-12,decred/dcrd,IssueCommentEvent,18,11
2018-09,decred/politeia,DeleteEvent,1,1
2018-02,decred/politeia,IssuesEvent,7,4
2019-01,decred/dcrdata,PullRequestEvent,8,3
2018-04,decred/dcrwallet,PullRequestEvent,26,8
2018-05,decred/dcrrpcclient,ForkEvent,1,1
2018-07,decred/decrediton,PullRequestEvent,58,5
2018-09,decred/dcrdocs,PullRequestEvent,43,7
2018-03,decred/dcrandroid,WatchEvent,4,3
2018-04,decred/atomicswap,ForkEvent,7,7
2018-11,decred/dcrstakepool,PushEvent,6,2
2018-04,decred/dcrdata,PushEvent,12,1
2018-04,decred/gominer,WatchEvent,6,6
2018-03,decred/bitcore,ForkEvent,1,1
2019-01,decred/dcrwallet,ForkEvent,1,1
2018-09,decred/dcrwebapi,PullRequestEvent,7,2
2018-05,decred/atomicswap,ForkEvent,11,11
2018-06,decred/atomicswap,IssueCommentEvent,1,1
2018-04,decred/decred-binaries,IssueCommentEvent,1,1
2018-12,decred/dcrwebapi,PullRequestEvent,7,2
2018-02,decred/dcrdocs,PullRequestEvent,3,3
2019-01,decred/politeia,PushEvent,2,2
2018-03,decred/dcrwallet,WatchEvent,10,10
2018-11,decred/politeia,WatchEvent,5,5
2018-06,decred/atomicswap,PullRequestEvent,7,5
2018-06,decred/politeiagui,ForkEvent,2,2
2018-10,decred/gominer,IssueCommentEvent,6,4
2018-04,decred/dcrtime,PullRequestEvent,1,1
2018-05,decred/decrediton,WatchEvent,6,6
2018-09,decred/decred-release,ReleaseEvent,2,1
2018-10,decred/decred-binaries,ReleaseEvent,1,1
2018-03,decred/dcrd,ForkEvent,11,11
2018-03,decred/decred-magento-plugin,WatchEvent,3,3
2018-02,decred/dcrstakepool,PushEvent,2,1
2019-01,decred/insight,WatchEvent,1,1
2018-12,decred/dcrstakepool,ForkEvent,2,2
2018-04,decred/dcrwebapi,IssuesEvent,2,2
2018-06,decred/atomicswap,IssuesEvent,1,1
2018-02,decred/dcps,WatchEvent,2,2
2018-10,decred/base58,PullRequestEvent,1,1
2018-11,decred/dcrdesign,GollumEvent,2,1
2019-01,decred/gominer,WatchEvent,2,2
2018-08,decred/dcrwebapi,PullRequestReviewCommentEvent,1,1
2018-06,decred/decred-php-api,ForkEvent,1,1
2018-09,decred/dcrseeder,WatchEvent,1,1
2018-03,decred/dcrwebapi,IssueCommentEvent,1,1
2018-07,decred/politeiagui,IssueCommentEvent,113,12
2018-02,decred/politeia,PullRequestReviewCommentEvent,31,3
2018-09,decred/dcrweb,PullRequestEvent,39,5
2018-09,decred/dcrdata,IssueCommentEvent,159,14
2018-11,decred/dcrdata,IssuesEvent,36,7
2018-03,decred/decrediton,PullRequestEvent,94,5
2018-10,decred/dcrandroid,PushEvent,16,1
2018-03,decred/decred-seeder,IssueCommentEvent,7,2
2018-11,decred/politeia,IssueCommentEvent,57,13
2018-02,decred/atomicswap,IssueCommentEvent,2,2
2018-09,decred/dcrdata,PullRequestEvent,75,7
2018-05,decred/decrediton,PullRequestEvent,82,4
2018-12,decred/dcrwallet,PushEvent,19,1
2018-04,decred/dcrandroid,IssueCommentEvent,21,2
2018-10,decred/politeia,IssueCommentEvent,53,14
2018-11,decred/dcrweb,IssueCommentEvent,63,11
2018-05,decred/politeiagui,PushEvent,20,4
2018-05,decred/dcps,WatchEvent,3,3
2018-12,decred/dcrd,CreateEvent,32,1
2018-08,decred/decrediton,PushEvent,33,1
2018-12,decred/politeiagui,PullRequestReviewCommentEvent,8,2
2018-05,decred/atomicswap,WatchEvent,27,27
2018-11,decred/dcrstakepool,IssueCommentEvent,18,8
2018-08,decred/dcrd,PushEvent,23,1
2018-11,decred/dcrstakepool,PullRequestEvent,12,3
2018-10,decred/ios,CreateEvent,2,1
2018-06,decred/dcrdocs,PushEvent,7,2
2018-11,decred/politeia,PushEvent,21,5
2018-03,decred/base58,PushEvent,1,1
2019-01,decred/dcrandroid,PullRequestReviewCommentEvent,18,2
2018-05,decred/dcrseeder,PushEvent,1,1
2019-01,decred/decrediton,PushEvent,7,1
2018-10,decred/decred-binaries,IssueCommentEvent,2,2
2018-05,decred/copay,PullRequestEvent,3,2
2018-09,decred/snew-classic-ui,PullRequestEvent,7,3
2018-05,decred/news,WatchEvent,1,1
2018-07,decred/politeiagui,WatchEvent,2,2
2018-11,decred/dcrdesign,WatchEvent,1,1
2018-05,decred/testnetfaucet,ForkEvent,2,2
2018-11,decred/decrediton,ForkEvent,4,4
2018-10,decred/dcriOS,WatchEvent,1,1
2018-03,decred/decrediton,WatchEvent,9,8
2018-11,decred/dcrweb,PullRequestReviewCommentEvent,1,1
2018-11,decred/snew-classic-ui,IssueCommentEvent,4,3
2019-01,decred/politeiagui,PullRequestEvent,5,3
2018-06,decred/dcraddrgen,PushEvent,2,1
2018-09,decred/hardforkdemo,PullRequestEvent,2,1
2018-05,decred/dcrstakepool,PushEvent,3,2
2018-07,decred/dcrtime,ForkEvent,2,2
2018-12,decred/dcrd,ForkEvent,3,3
2018-03,decred/decred-release,IssuesEvent,1,1
2019-01,decred/dcrwallet,IssuesEvent,2,1
2018-06,decred/politeiagui,CreateEvent,1,1
2018-03,decred/dcrwebapi,PushEvent,1,1
2018-04,decred/dcrdocker,ForkEvent,1,1
2018-06,decred/bitcore-wallet-client,ForkEvent,1,1
2018-05,decred/testnetfaucet,PushEvent,1,1
2018-05,decred/snew-classic-ui,PullRequestEvent,1,1
2018-04,decred/dcrdata,PullRequestReviewCommentEvent,38,3
2018-08,decred/dcrseeder,IssuesEvent,3,1
2018-09,decred/snew-classic-ui,PushEvent,3,2
2018-09,decred/dcrd,PullRequestReviewCommentEvent,79,7
2018-09,decred/politeiagui,IssuesEvent,75,13
2018-09,decred/dcrd,IssueCommentEvent,43,10
2018-08,decred/contractor-mgmt,PushEvent,12,1
2018-10,decred/dcrweb,PushEvent,28,2
2018-04,decred/dcrdocs,IssueCommentEvent,11,4
2018-08,decred/dcrseeder,PushEvent,3,1
2018-06,decred/decrediton,ForkEvent,6,6
2018-08,decred/dcrweb,PullRequestEvent,11,4
2018-04,decred/politeia,DeleteEvent,6,1
2018-05,decred/dcrd,DeleteEvent,9,1
2018-10,decred/dcrstakepool,WatchEvent,4,4
2018-03,decred/decred-magento-plugin,PullRequestEvent,12,2
2018-11,decred/dcrwebapi,PullRequestEvent,9,2
2018-08,decred/decred-binaries,PullRequestEvent,2,1
2018-09,decred/atomicswap,PullRequestReviewCommentEvent,11,2
2018-09,decred/dcrd,DeleteEvent,2,1
2018-06,decred/decrediton,WatchEvent,8,7
2018-03,decred/dcrweb,WatchEvent,1,1
2018-02,decred/dcrdata,PullRequestEvent,9,2
2018-04,decred/politeiagui,ForkEvent,2,2
2018-02,decred/dcrdocs,ForkEvent,1,1
2018-10,decred/snew-classic-ui,PushEvent,2,1
2018-03,decred/dcrdocs,PullRequestEvent,8,3
2018-08,decred/testnetfaucet,PushEvent,3,1
2018-08,decred/dcrwebapi,IssueCommentEvent,3,2
2018-04,decred/decrediton,PullRequestReviewCommentEvent,4,2
2018-08,decred/decred-binaries,CreateEvent,1,1
2018-02,decred/dcrdata,IssuesEvent,2,1
2018-11,decred/contractor-mgmt,IssuesEvent,3,1
2018-11,decred/snew-classic-ui,PullRequestReviewCommentEvent,3,2
2018-10,decred/dcrandroid,WatchEvent,2,2
2018-09,decred/snew-classic-ui,ForkEvent,1,1
2019-01,decred/dcrandroid,ForkEvent,1,1
2018-10,decred/politeiagui,PullRequestReviewCommentEvent,49,6
2018-06,decred/dcrdata,PullRequestEvent,56,10
2018-08,decred/dcrdata,IssueCommentEvent,229,15
2018-07,decred/dcrdesign,IssuesEvent,14,3
2018-04,decred/decrediton,IssuesEvent,33,7
2018-02,decred/decrediton,PushEvent,44,1
2018-11,decred/dcrd,PullRequestReviewCommentEvent,22,5
2018-06,decred/politeia,IssuesEvent,42,7
2018-10,decred/dcrwallet,IssuesEvent,7,3
2018-07,decred/politeiagui,PullRequestEvent,94,7
2018-05,decred/dcrdata,PullRequestReviewCommentEvent,58,5
2018-12,decred/decrediton,PullRequestReviewCommentEvent,12,2
2018-03,decred/dcrd,PullRequestReviewCommentEvent,76,6
2018-10,decred/ios,WatchEvent,1,1
2019-01,decred/contractor-mgmt,PushEvent,2,1
2018-12,decred/decrediton,PullRequestEvent,89,7
2018-08,decred/contractor-mgmt,ForkEvent,1,1
2018-12,decred/dcrdata,DeleteEvent,3,2
2018-09,decred/dcrdata,IssuesEvent,28,7
2018-12,decred/dcrandroid,IssuesEvent,29,6
2018-08,decred/atomicswap,WatchEvent,16,16
2018-03,decred/dcrdata,PushEvent,31,2
2018-12,decred/politeiagui,PushEvent,8,2
2018-08,decred/dcrdocker,PullRequestEvent,4,2
2018-09,decred/dcrdata,ReleaseEvent,2,1
2018-07,decred/dcrweb,IssuesEvent,9,5
2018-12,decred/politeia,WatchEvent,1,1
2018-08,decred/dcrwebapi,PullRequestEvent,12,5
2018-03,decred/dcrdocs,IssuesEvent,4,3
2019-01,decred/politeia,IssueCommentEvent,3,3
2018-09,decred/bitcore-lib,ForkEvent,1,1
2018-08,decred/dcrandroid,PushEvent,6,1
2018-03,decred/gominer,ForkEvent,2,2
2018-06,decred/decred-release,WatchEvent,5,5
2018-05,decred/dcrandroid,IssueCommentEvent,13,6
2018-03,decred/politeiagui,WatchEvent,1,1
2018-05,decred/dcrdata,ForkEvent,13,12
2018-08,decred/crypto-js,ForkEvent,2,2
2018-10,decred/decred-binaries,PullRequestEvent,3,1
2018-05,decred/dcrwebapi,PullRequestReviewCommentEvent,1,1
2018-02,decred/dcraddrgen,IssuesEvent,1,1
2018-12,decred/decred-release,CreateEvent,1,1
2018-10,decred/snew-classic-ui,MemberEvent,2,1
2019-01,decred/dcrdesign,IssuesEvent,1,1
2018-08,decred/politeia,WatchEvent,4,4
2018-03,decred/dcrstakepool,PullRequestEvent,3,1
2018-04,decred/dcrd,PullRequestReviewCommentEvent,3,1
2018-10,decred/dcrios,CreateEvent,2,1
2018-05,decred/dcrwebapi,IssueCommentEvent,1,1
2018-03,decred/copay,IssueCommentEvent,1,1
2018-03,decred/snew-classic-ui,PullRequestEvent,2,2
2018-11,decred/atomicswap,PullRequestEvent,4,2
2018-05,decred/dcrutil,ForkEvent,1,1
2019-01,decred/dcrweb,PullRequestReviewCommentEvent,1,1
2018-07,decred/politeiagui,PushEvent,44,4
2018-09,decred/decrediton,IssueCommentEvent,59,13
2018-02,decred/dcrdocs,WatchEvent,6,6
2018-04,decred/politeia,PullRequestEvent,30,3
2018-06,decred/dcrd,IssueCommentEvent,94,15
2018-04,decred/politeia,PushEvent,40,1
2018-05,decred/decrediton,PushEvent,41,1
2018-05,decred/dcrseeder,ForkEvent,4,4
2018-05,decred/dcrdata,PullRequestEvent,36,10
2018-09,decred/dcrdata,PushEvent,53,1
2018-05,decred/politeia,IssueCommentEvent,30,8
2018-05,decred/dcrdata,PushEvent,17,1
2018-05,decred/dcr-netstats,ForkEvent,1,1
2018-11,decred/decrediton,PushEvent,41,2
2018-05,decred/dcrdata,CommitCommentEvent,3,1
2018-07,decred/politeia,IssueCommentEvent,35,9
2019-01,decred/bitcore,ForkEvent,3,3
2018-05,decred/Paymetheus,IssuesEvent,1,1
2018-06,decred/dcrandroid,PullRequestEvent,19,2
2018-04,decred/politeia,PullRequestReviewCommentEvent,7,3
2018-11,decred/contractor-mgmt,IssueCommentEvent,1,1
2018-11,decred/dcrwallet,IssuesEvent,9,6
