month,repo_name,event_type,event_frequency,distinct_contributors
2018-04,decred/crypto-browserify,ForkEvent,1,1
2018-08,decred/dcrwallet,DeleteEvent,1,1
2018-12,decred/atomicswap,PullRequestEvent,1,1
2018-09,decred/decrediton,DeleteEvent,2,1
2018-12,decred/dcrwebapi,ForkEvent,1,1
2018-03,decred/gominer,IssueCommentEvent,1,1
2018-10,decred/dcrwallet,ForkEvent,5,5
2018-02,decred/snew-classic-ui,WatchEvent,1,1
2018-09,decred/politeia,ForkEvent,3,3
2018-04,decred/decred-release,ForkEvent,2,2
2018-07,decred/dcrweb,ForkEvent,1,1
2018-02,decred/testnetfaucet,PushEvent,1,1
2018-09,decred/copay,ForkEvent,1,1
2018-11,decred/decred-release,IssuesEvent,1,1
2018-07,decred/dcrdata,DeleteEvent,3,1
2018-05,decred/slog,PullRequestReviewCommentEvent,1,1
2018-12,decred/decred-binaries,CreateEvent,1,1
2018-06,decred/dcraddrgen,WatchEvent,1,1
2018-03,decred/cgminer,ForkEvent,1,1
2018-10,decred/politeia,IssuesEvent,55,11
2018-08,decred/dcrdata,PullRequestReviewCommentEvent,155,6
2018-09,decred/decrediton,PushEvent,23,2
2018-02,decred/gominer,WatchEvent,6,6
2018-11,decred/dcrweb,PushEvent,8,1
2018-06,decred/dcrstakepool,WatchEvent,3,3
2018-03,decred/politeiagui,PullRequestEvent,11,4
2018-12,decred/dcrd,IssuesEvent,14,7
2018-11,decred/dcrdocs,PullRequestEvent,52,5
2018-08,decred/decrediton,IssuesEvent,43,11
2018-06,decred/politeia,IssueCommentEvent,21,9
2018-08,decred/dcrd,IssueCommentEvent,47,7
2018-06,decred/dcrd,IssuesEvent,11,5
2018-08,decred/politeia,PullRequestReviewCommentEvent,6,4
2018-04,decred/dcrd,WatchEvent,15,15
2018-12,decred/authit,ForkEvent,3,3
2018-05,decred/dcrdesign,IssueCommentEvent,17,3
2018-10,decred/decred-binaries,CreateEvent,1,1
2019-01,decred/politeia,PullRequestEvent,4,3
2018-04,decred/dcrandroid,ForkEvent,2,1
2018-06,decred/dcrdocker,PullRequestEvent,5,1
2018-04,decred/decrediton,IssueCommentEvent,24,8
2018-08,decred/snew-classic-ui,PushEvent,1,1
2018-09,decred/dcrwebapi,PushEvent,3,1
2019-01,decred/bitcore,PullRequestEvent,2,1
2018-11,decred/gominer,WatchEvent,2,2
2018-03,decred/decred-php-api,PublicEvent,1,1
2018-08,decred/politeiagui,WatchEvent,1,1
2018-12,decred/dcrtime,PushEvent,4,1
2018-04,decred/bitcore,ForkEvent,2,2
2018-05,decred/dcrwallet,ForkEvent,9,9
2018-07,decred/dcrdata,CreateEvent,5,1
2018-08,decred/gominer,IssueCommentEvent,2,2
2018-03,decred/politeia,IssueCommentEvent,4,2
2018-05,decred/dcrseeder,PullRequestEvent,2,1
2018-12,decred/dcrdocs,ForkEvent,3,3
2018-05,decred/testnetfaucet,WatchEvent,1,1
2018-08,decred/dcrtime,WatchEvent,2,2
2018-03,decred/decred-seeder,PullRequestReviewCommentEvent,1,1
2019-01,decred/authit,PullRequestEvent,2,2
2018-05,decred/insight,ForkEvent,1,1
2018-10,decred/decred-php-api,ForkEvent,1,1
2018-10,decred/hardforkdemo,IssuesEvent,1,1
2018-04,decred/dcrdata,ReleaseEvent,1,1
2018-08,decred/dcrdocs,MemberEvent,1,1
2018-08,decred/decrediton,CreateEvent,1,1
2018-06,decred/dcrdocker,PushEvent,1,1
2018-05,decred/copay,IssuesEvent,1,1
2018-09,decred/dcrstakepool,IssueCommentEvent,1,1
2018-02,decred/dcr-netstats,ForkEvent,1,1
2018-09,decred/politeia,PullRequestEvent,66,8
2018-10,decred/dcrdesign,IssueCommentEvent,68,14
2018-07,decred/dcrd,IssueCommentEvent,41,10
2018-02,decred/decrediton,PullRequestReviewCommentEvent,43,3
2018-04,decred/politeiagui,IssueCommentEvent,22,6
2018-12,decred/decrediton,IssueCommentEvent,98,17
2018-08,decred/dcrweb,IssuesEvent,23,8
2018-12,decred/dcrweb,IssueCommentEvent,68,13
2018-05,decred/dcrdocs,IssueCommentEvent,17,12
2018-10,decred/dcrd,PullRequestReviewCommentEvent,51,5
2018-05,decred/politeia,PushEvent,39,3
2018-11,decred/dcrdesign,IssueCommentEvent,28,11
2018-09,decred/atomicswap,WatchEvent,14,13
2018-09,decred/dcrandroid,IssueCommentEvent,28,9
2018-07,decred/dcrd,ForkEvent,15,14
2018-03,decred/dcrd,IssuesEvent,24,7
2018-12,decred/dcrdesign,IssueCommentEvent,8,4
2018-10,decred/dcrandroid,IssueCommentEvent,38,6
2018-11,decred/atomicswap,ForkEvent,4,4
2018-09,decred/politeia,PullRequestReviewCommentEvent,23,5
2018-09,decred/decrediton,WatchEvent,7,7
2018-02,decred/dcrwallet,IssueCommentEvent,18,7
2018-08,decred/dcrandroid,IssueCommentEvent,10,3
2018-04,decred/dcrwebapi,PullRequestEvent,3,2
2018-12,decred/dcrdata,GollumEvent,3,1
2018-04,decred/dcrd,ForkEvent,13,13
2018-07,decred/dcrtime,IssuesEvent,1,1
2018-06,decred/dcrseeder,IssuesEvent,1,1
2018-09,decred/dcrwebapi,IssueCommentEvent,3,2
2018-04,decred/dcrwallet,PushEvent,12,2
2018-03,decred/dcrwallet,CreateEvent,2,1
2019-01,decred/contractor-mgmt,IssuesEvent,1,1
2018-03,decred/politeia,PullRequestEvent,6,3
2018-02,decred/politeia,WatchEvent,7,7
2018-02,decred/dcrdocs,PullRequestReviewCommentEvent,2,2
2018-10,decred/decrediton,CreateEvent,2,1
2018-10,decred/haste,WatchEvent,2,1
2018-07,decred/dcrwallet,ForkEvent,4,4
2018-10,decred/dcrdata,WatchEvent,3,3
2018-07,decred/dcrstakepool,IssuesEvent,1,1
2018-04,decred/dcrwebapi,PushEvent,1,1
2018-03,decred/dcrdata,ReleaseEvent,2,1
2018-04,decred/decred-binaries,WatchEvent,3,3
2018-04,decred/decred-binaries,IssuesEvent,3,3
2018-03,decred/decred-seeder,PushEvent,2,1
2018-10,decred/dcrwallet,WatchEvent,1,1
2018-04,decred/decred-release,CreateEvent,2,1
2018-08,decred/testnetfaucet,IssueCommentEvent,2,2
2018-05,decred/base58,CreateEvent,1,1
2019-01,decred/base58,WatchEvent,1,1
2018-06,decred/testnetfaucet,IssueCommentEvent,2,1
2018-05,decred/dcrdocs,WatchEvent,3,3
2018-09,decred/dcrd,WatchEvent,4,4
2018-05,decred/dcrandroid,PullRequestReviewCommentEvent,1,1
2018-03,decred/decred-seeder,WatchEvent,1,1
2018-04,decred/decred-seeder,ForkEvent,1,1
2018-09,decred/dcrwallet,PullRequestEvent,30,7
2018-06,decred/dcrdata,IssueCommentEvent,165,14
2018-05,decred/gominer,WatchEvent,2,2
2018-09,decred/politeiagui,IssueCommentEvent,83,11
2018-08,decred/dcrweb,IssueCommentEvent,14,10
2018-12,decred/testnetfaucet,PushEvent,2,1
2018-11,decred/dcrd,PullRequestEvent,38,8
2018-04,decred/atomicswap,IssueCommentEvent,32,6
2018-11,decred/contractor-mgmt,PushEvent,15,1
2018-11,decred/dcrd,PushEvent,13,1
2018-10,decred/dcrstakepool,PushEvent,1,1
2018-12,decred/dcrd,PullRequestReviewCommentEvent,27,3
2018-06,decred/dcrdocs,IssueCommentEvent,10,4
2018-09,decred/dcrweb,WatchEvent,4,4
2018-09,decred/dcrweb,PushEvent,16,1
2018-12,decred/politeia,ForkEvent,1,1
2018-08,decred/contractor-mgmt,CreateEvent,2,1
2018-05,decred/dcrd,PullRequestReviewCommentEvent,71,3
2018-07,decred/decrediton,IssuesEvent,44,8
2018-08,decred/politeiagui,PushEvent,32,5
2018-08,decred/decrediton,IssueCommentEvent,83,16
2018-10,decred/dcrweb,ForkEvent,9,4
2018-11,decred/politeiagui,WatchEvent,6,6
2018-12,decred/dcrd,PullRequestEvent,24,5
2018-03,decred/dcrwebapi,PullRequestEvent,1,1
2018-09,decred/crypto-js,ForkEvent,2,2
2018-09,decred/hardforkdemo,PushEvent,1,1
2018-03,decred/atomicswap,PushEvent,7,1
2019-01,decred/atomicswap,WatchEvent,1,1
2018-05,decred/politeia,ForkEvent,8,8
2018-06,decred/dcrdata,ForkEvent,10,8
2018-03,decred/decrediton,ForkEvent,7,7
2018-02,decred/dcrd,IssuesEvent,9,5
2018-07,decred/atomicswap,WatchEvent,10,10
2018-11,decred/politeia,ForkEvent,2,2
2018-02,decred/copay,ForkEvent,2,2
2018-07,decred/dcrseeder,WatchEvent,2,2
2018-08,decred/dcrwallet,ForkEvent,3,3
2018-05,decred/dcrandroid,ForkEvent,3,3
2018-08,decred/bitcore-wallet-client,ForkEvent,1,1
2018-11,decred/testnetfaucet,ForkEvent,1,1
2018-04,decred/dcrwallet,ForkEvent,5,5
2018-02,decred/bitcore,PullRequestEvent,2,1
2018-09,decred/decred-binaries,PushEvent,1,1
2018-12,decred/dcrwebapi,IssueCommentEvent,5,3
2018-11,decred/dcrdata,ForkEvent,4,4
2018-09,decred/decred-binaries,CreateEvent,2,1
2018-05,decred/politeiagui,MemberEvent,2,1
2018-05,decred/dcrdocker,PushEvent,1,1
2018-11,decred/dcrwebapi,IssueCommentEvent,2,2
2018-05,decred/slog,CreateEvent,1,1
2018-06,decred/hardforkdemo,IssuesEvent,1,1
2018-03,decred/gominer,IssuesEvent,1,1
2018-09,decred/decrediton,ReleaseEvent,1,1
2018-10,decred/dcrdata,PullRequestEvent,83,11
2018-06,decred/dcrweb,IssueCommentEvent,5,2
2018-07,decred/dcrdata,PullRequestEvent,80,9
2018-08,decred/politeiagui,PullRequestEvent,65,9
2018-04,decred/dcrdata,IssueCommentEvent,100,11
2018-08,decred/dcrd,IssuesEvent,13,9
2018-12,decred/dcrdata,PullRequestEvent,80,4
2018-11,decred/politeiagui,IssuesEvent,114,12
2018-03,decred/dcrwallet,IssueCommentEvent,19,8
2018-02,decred/politeiagui,ForkEvent,4,4
2018-08,decred/dcrdata,ForkEvent,4,4
2018-12,decred/dcrandroid,IssueCommentEvent,13,6
2018-11,decred/dcrd,WatchEvent,16,16
2018-10,decred/dcrdocs,IssueCommentEvent,42,10
2018-05,decred/dcrandroid,PushEvent,9,1
2018-10,decred/dcrweb,PullRequestEvent,54,6
2018-07,decred/politeiagui,DeleteEvent,2,1
2018-05,decred/politeiagui,PullRequestReviewCommentEvent,21,3
2018-07,decred/decred-release,IssueCommentEvent,1,1
2018-08,decred/decrediton,WatchEvent,20,20
2018-07,decred/dcrdata,CommitCommentEvent,2,2
2018-02,decred/dcrweb,PullRequestEvent,16,5
2018-02,decred/dcrlnd,WatchEvent,2,2
2018-06,decred/dcrwallet,IssueCommentEvent,27,9
2018-05,decred/politeia,WatchEvent,4,4
2018-05,decred/dcrandroid,PullRequestEvent,19,3
2018-05,decred/dcrwallet,IssuesEvent,25,8
2018-06,decred/dcrwallet,PullRequestReviewCommentEvent,16,1
2018-04,decred/decred-release,ReleaseEvent,4,1
2018-10,decred/contractor-mgmt,WatchEvent,6,5
2018-07,decred/dcrandroid,IssuesEvent,6,3
2018-10,decred/dcrd,WatchEvent,13,13
2018-04,decred/dcrwallet,CreateEvent,4,2
2018-05,decred/decred-seeder,IssuesEvent,1,1
2018-03,decred/base58,PullRequestEvent,2,2
2018-09,decred/gominer,WatchEvent,1,1
2018-07,decred/decred-php-api,ForkEvent,1,1
2018-03,decred/dcrweb,ForkEvent,4,2
2018-03,decred/dcrtime,CreateEvent,1,1
2018-11,decred/decred-release,WatchEvent,3,3
2018-03,decred/dcrdata,CreateEvent,4,1
2019-01,decred/crypto-browserify,ForkEvent,1,1
2018-02,decred/dcrwallet,DeleteEvent,1,1
2018-11,decred/dcrandroid,ForkEvent,3,3
2018-11,decred/snew-classic-ui,ForkEvent,1,1
2018-11,decred/dcrdata,MemberEvent,3,1
2018-10,decred/decrediton,ReleaseEvent,1,1
2018-09,decred/dcrdocs,CommitCommentEvent,1,1
2018-06,decred/copay,ForkEvent,1,1
2018-05,decred/dcrdesign,IssuesEvent,2,2
2018-07,decred/decred-release,WatchEvent,1,1
2018-10,decred/dcrstakepool,ForkEvent,2,2
2018-03,decred/snew-classic-ui,ForkEvent,1,1
2018-05,decred/gominer,ForkEvent,3,3
2018-11,decred/politeiagui,CreateEvent,1,1
2018-06,decred/dcrseeder,PullRequestEvent,1,1
2018-04,decred/ccminer,ForkEvent,1,1
2018-03,decred/dcrlnd,ForkEvent,1,1
2018-04,decred/dcrwallet,IssueCommentEvent,20,9
2018-09,decred/politeiagui,PullRequestEvent,78,8
2018-07,decred/dcrdata,IssueCommentEvent,160,10
2018-08,decred/dcrwallet,PullRequestEvent,75,7
2018-08,decred/dcrdesign,IssueCommentEvent,46,7
2018-06,decred/Paymetheus,PullRequestEvent,2,1
2018-08,decred/dcrdocs,IssueCommentEvent,45,6
2018-10,decred/dcrdata,IssuesEvent,34,7
2018-04,decred/politeia,IssuesEvent,9,2
2018-04,decred/politeiagui,IssuesEvent,53,4
2018-12,decred/politeia,PushEvent,15,3
2018-11,decred/atomicswap,IssueCommentEvent,10,3
2018-10,decred/decrediton,PushEvent,47,1
2018-06,decred/politeia,ForkEvent,5,5
2018-06,decred/dcrstakepool,ForkEvent,4,4
2018-06,decred/dcrweb,IssuesEvent,10,4
2018-09,decred/politeiagui,PullRequestReviewCommentEvent,20,6
2018-02,decred/dcrdata,MemberEvent,7,2
2018-12,decred/decred-binaries,ReleaseEvent,1,1
2018-05,decred/slog,PushEvent,4,2
2018-02,decred/dcrwallet,PushEvent,16,1
2018-06,decred/politeiagui,PullRequestReviewCommentEvent,13,4
2018-04,decred/dcrwallet,DeleteEvent,1,1
2018-03,decred/dcrandroid,ForkEvent,4,4
2018-07,decred/dcrdocs,ForkEvent,2,2
2018-09,decred/decrediton,PullRequestReviewCommentEvent,4,1
2018-03,decred/decred-php-api,WatchEvent,3,2
2018-03,decred/decred-binaries,WatchEvent,5,5
2018-10,decred/decred-binaries,IssuesEvent,5,4
2018-05,decred/dcrwebapi,PullRequestEvent,8,3
2018-08,decred/dcrdocs,ForkEvent,2,2
2018-06,decred/dcrwallet,PushEvent,4,1
2018-09,decred/decred-binaries,ForkEvent,2,2
2018-03,decred/politeiagui,DeleteEvent,1,1
2018-10,decred/dcrstakepool,PullRequestEvent,3,2
2018-10,decred/gominer,WatchEvent,2,2
2018-09,decred/dcrwebapi,WatchEvent,1,1
2018-06,decred/dcrwallet,ForkEvent,7,7
2018-12,decred/politeiagui,WatchEvent,1,1
2018-07,decred/atomicswap,PullRequestEvent,1,1
2018-08,decred/dcrdesign,WatchEvent,1,1
2018-04,decred/dcrdocs,WatchEvent,1,1
2018-07,decred/dcrdesign,ReleaseEvent,1,1
2019-01,decred/dcrdocs,IssuesEvent,2,2
2018-03,decred/testnetfaucet,IssuesEvent,2,1
2019-01,decred/dcrdata,PushEvent,3,2
2018-06,decred/dcrweb,ForkEvent,1,1
2018-03,decred/base58,ForkEvent,2,2
2018-02,decred/Paymetheus,ForkEvent,1,1
2018-07,decred/decred-binaries,IssuesEvent,1,1
2018-02,decred/decred-release,WatchEvent,1,1
2018-04,decred/dcrdata,PullRequestEvent,27,7
2018-10,decred/dcrwallet,PullRequestReviewCommentEvent,31,6
2018-03,decred/politeia,PullRequestReviewCommentEvent,16,3
2018-06,decred/dcrd,PushEvent,56,1
2018-02,decred/dcrweb,IssueCommentEvent,8,7
2018-12,decred/authit,IssuesEvent,14,4
2018-02,decred/dcrd,PushEvent,86,2
2018-11,decred/politeiagui,PushEvent,51,4
2018-08,decred/dcrdesign,MemberEvent,2,1
2018-10,decred/dcrd,IssuesEvent,8,4
2018-10,decred/dcrlnd,WatchEvent,2,2
2018-08,decred/dcrwallet,CreateEvent,13,1
2018-03,decred/dcrstakepool,IssueCommentEvent,17,6
2018-12,decred/dcrstakepool,IssueCommentEvent,5,5
2018-11,decred/snew-classic-ui,PullRequestEvent,20,6
2018-11,decred/dcrwebapi,IssuesEvent,3,2
2018-04,decred/politeia,CreateEvent,8,1
2018-04,decred/dcrweb,IssuesEvent,8,4
2018-06,decred/dcrd,WatchEvent,20,20
2018-08,decred/dcrd,CreateEvent,20,1
2018-02,decred/dcrwallet,PullRequestReviewCommentEvent,15,1
2019-01,decred/dcrdata,IssueCommentEvent,7,4
2018-11,decred/dcrdocs,IssuesEvent,34,4
2018-04,decred/dcrwallet,IssuesEvent,15,6
2018-04,decred/dcrtime,PushEvent,3,1
2018-05,decred/dcrdesign,GollumEvent,1,1
2018-03,decred/dcrandroid,PushEvent,5,1
2019-01,decred/dcrdocs,WatchEvent,1,1
2018-10,decred/dcrd,ForkEvent,7,7
2018-08,decred/gominer,PushEvent,3,1
2018-05,decred/politeia,CreateEvent,2,1
2018-12,decred/politeiagui,IssuesEvent,16,8
2018-09,decred/dcrdata,CommitCommentEvent,3,3
2018-12,decred/dcrstakepool,PullRequestEvent,2,1
2018-12,decred/dcrdocker,PushEvent,3,1
2018-06,decred/dcrandroid,IssueCommentEvent,5,4
2018-10,decred/snew-classic-ui,IssueCommentEvent,1,1
2018-02,decred/dcrdocker,PullRequestEvent,2,2
2018-11,decred/dcrdata,WatchEvent,3,3
2018-11,decred/dcrwebapi,ForkEvent,2,2
2018-11,decred/dcrstakepool,ForkEvent,1,1
2018-02,decred/base58,PullRequestEvent,2,2
2018-09,decred/testnetfaucet,PushEvent,2,1
2018-06,decred/dcrandroid,WatchEvent,2,2
2018-03,decred/dcrandroid,IssueCommentEvent,2,1
2018-10,decred/decred-binaries,ForkEvent,1,1
2018-07,decred/decred-seeder,ForkEvent,1,1
2018-02,decred/dcrwallet,CreateEvent,1,1
2018-07,decred/dcrdocker,IssuesEvent,1,1
2018-07,decred/decred-binaries,IssueCommentEvent,1,1
2018-10,decred/dcrdata,PullRequestReviewCommentEvent,355,12
2018-04,decred/politeiagui,PullRequestEvent,61,7
2018-06,decred/dcrdata,IssuesEvent,27,8
2018-02,decred/dcrdata,PullRequestReviewCommentEvent,27,2
2018-08,decred/politeia,PullRequestEvent,43,6
2018-02,decred/dcrdata,IssueCommentEvent,12,4
2018-10,decred/politeiagui,PullRequestEvent,137,10
2018-10,decred/politeiagui,IssuesEvent,174,21
2018-12,decred/decrediton,IssuesEvent,90,15
2018-06,decred/slog,ForkEvent,1,1
2018-10,decred/decrediton,WatchEvent,5,5
2018-10,decred/politeiagui,PushEvent,62,4
2018-07,decred/dcrdesign,IssueCommentEvent,27,6
2018-09,decred/decrediton,IssuesEvent,41,15
2018-04,decred/dcrd,PullRequestEvent,18,6
2018-04,decred/decrediton,WatchEvent,6,6
2018-03,decred/dcrwallet,PullRequestReviewCommentEvent,49,9
2018-05,decred/dcrweb,PushEvent,7,2
2018-02,decred/dcrwallet,WatchEvent,9,9
2018-03,decred/dcrtime,ForkEvent,4,4
2019-01,decred/bitcore,WatchEvent,1,1
2018-07,decred/dcrweb,PushEvent,4,1
2018-02,decred/dcrdata,DeleteEvent,15,1
2018-05,decred/decred-windows-installer,WatchEvent,1,1
2018-04,decred/dcrstakepool,ForkEvent,2,2
2018-06,decred/dcrwallet,WatchEvent,9,9
2018-08,decred/dcrandroid,ForkEvent,3,3
2018-08,decred/contractor-mgmt,MemberEvent,1,1
2018-07,decred/gominer,WatchEvent,2,2
2018-08,decred/dcrweb,PushEvent,7,2
2018-12,decred/decrediton,ForkEvent,1,1
2018-11,decred/dcrwallet,PushEvent,13,2
2018-03,decred/decred-php-api,ReleaseEvent,1,1
2018-04,decred/dcrdocs,ForkEvent,5,4
2018-05,decred/dcrwebapi,IssuesEvent,1,1
2018-06,decred/Paymetheus,PushEvent,1,1
2018-08,decred/dcraddrgen,IssuesEvent,3,1
2018-10,decred/decred-release,WatchEvent,1,1
2018-05,decred/bitcore,PullRequestEvent,1,1
2018-08,decred/testnetfaucet,PullRequestReviewCommentEvent,1,1
2018-03,decred/decred-seeder,ForkEvent,2,2
2018-03,decred/decrediton,DeleteEvent,2,1
2018-02,decred/dcrutil,ForkEvent,1,1
2018-02,decred/testnetfaucet,IssuesEvent,3,2
2018-03,decred/snew-classic-ui,PushEvent,1,1
2018-05,decred/dcrseeder,CreateEvent,4,1
2019-01,decred/atomicswap,ForkEvent,2,2
2018-04,decred/crypto-js,ForkEvent,1,1
2018-03,decred/dcrwebapi,WatchEvent,1,1
2018-05,decred/decred-seeder,IssueCommentEvent,1,1
2018-12,decred/authit,MemberEvent,2,1
2018-04,decred/dcrstakepool,WatchEvent,1,1
2018-05,decred/dcrweb,WatchEvent,1,1
2018-11,decred/dcrdocker,IssuesEvent,1,1
2018-11,decred/decred-binaries,WatchEvent,1,1
2018-08,decred/decrediton,PullRequestReviewCommentEvent,27,4
2018-11,decred/politeiagui,PullRequestEvent,110,12
2018-09,decred/dcrd,PushEvent,35,3
2018-02,decred/decrediton,IssuesEvent,51,10
2018-11,decred/dcrandroid,PushEvent,17,1
2018-11,decred/politeiagui,PullRequestReviewCommentEvent,36,4
2018-09,decred/politeia,IssueCommentEvent,43,8
2018-10,decred/dcrd,PullRequestEvent,61,6
2018-03,decred/atomicswap,IssuesEvent,11,3
2018-12,decred/dcrwallet,PullRequestEvent,42,5
2018-09,decred/atomicswap,IssuesEvent,1,1
2018-07,decred/politeia,PushEvent,25,4
2018-04,decred/dcrd,CreateEvent,2,1
2019-01,decred/dcrstakepool,WatchEvent,1,1
2019-01,decred/dcrd,PullRequestEvent,10,2
2018-07,decred/dcrd,PushEvent,56,2
2018-07,decred/politeia,PullRequestReviewCommentEvent,42,6
2018-05,decred/dcrd,CreateEvent,16,1
2018-08,decred/dcrseeder,IssueCommentEvent,5,1
2018-05,decred/dcrweb,IssueCommentEvent,5,4
2018-08,decred/bitcore,PullRequestEvent,6,2
2018-05,decred/dcps,IssuesEvent,2,2
2018-08,decred/politeia,ForkEvent,1,1
2018-09,decred/dcrdocs,ForkEvent,3,3
2018-12,decred/decred-binaries,PushEvent,3,1
2018-08,decred/dcrandroid,PullRequestEvent,12,2
2018-08,decred/dcrstakepool,PushEvent,1,1
2019-01,decred/dcrwallet,CreateEvent,1,1
2018-04,decred/decred-binaries,PushEvent,3,2
2018-11,decred/dcrd,IssuesEvent,16,9
2018-03,decred/copay,PullRequestEvent,2,1
2018-04,decred/dcrwallet,PullRequestReviewCommentEvent,9,3
2018-05,decred/bitset,ForkEvent,1,1
2018-12,decred/gominer,IssuesEvent,1,1
2018-05,decred/dcrticketbuyer,ForkEvent,1,1
2018-03,decred/dcrwallet,DeleteEvent,2,1
2019-01,decred/crypto-browserify,PullRequestEvent,2,2
2019-01,decred/dcrd,IssueCommentEvent,6,1
2018-04,decred/decred-seeder,IssueCommentEvent,1,1
2018-08,decred/decred-release,CreateEvent,1,1
2018-10,decred/dcrios,WatchEvent,1,1
2019-01,decred/politeiagui,WatchEvent,1,1
2018-07,decred/insight-api,WatchEvent,1,1
2018-06,decred/dcrandroid,ForkEvent,1,1
2019-01,decred/contractor-mgmt,IssueCommentEvent,2,2
2018-05,decred/politeiagui,WatchEvent,1,1
2018-06,decred/dcrseeder,ForkEvent,1,1
2018-05,decred/dcps,ForkEvent,1,1
2018-08,decred/crypto-browserify,ForkEvent,2,2
2019-01,decred/dcrandroid,IssuesEvent,5,2
2019-01,decred/dcrd,PushEvent,2,1
2018-03,decred/copay,IssuesEvent,1,1
2018-03,decred/dcraddrgen,ForkEvent,1,1
2018-08,decred/dcrstakepool,IssueCommentEvent,2,2
2018-08,decred/contractor-mgmt,IssuesEvent,1,1
2018-12,decred/snew-classic-ui,PullRequestEvent,1,1
2018-06,decred/dcps,WatchEvent,1,1
2018-12,decred/dcrd,ReleaseEvent,1,1
2018-03,decred/dcrdata,IssueCommentEvent,119,9
2018-05,decred/dcrd,PushEvent,49,1
2018-05,decred/dcrdocs,IssuesEvent,25,7
2018-10,decred/dcrdata,PushEvent,38,1
